,Unnamed: 0,exp_param,vm_param,pp_id,ll,AIC,agent_type
0,0,0.0051527330643885,0.6035980919664907,5f35dfdb93a88f0023c8f6da,-132.583867,269.167734,lqr
0,0,0.0035367813277645,1.3956896246035344,5f35df8793a88f0023c8f599,-125.599348,255.198696,lqr
0,0,0.012204277574119,1.5186710326380493,5f35e09e93a88f0023c8f979,-111.539415,227.07883,lqr
0,0,0.0061462151297622,1.256493710384925,5f35e0a193a88f0023c8f986,-122.117095,248.23419,lqr
0,0,0.0254791434291205,0.4828158635635349,5f35e37d93a88f0023c8ffdc,-117.916224,239.832448,lqr
0,0,0.0054220170232625,0.7383564690032784,5f35e94193a88f0023c905da,-130.836563,265.673126,lqr
0,0,0.0010036908081794,0.9433439594437876,5f35e70693a88f0023c90462,-244.85306,493.70612,lqr
0,0,0.0249407766888809,1.7179401494337343,5f35e76793a88f0023c90491,-102.770882,209.541764,lqr
0,0,0.0016100058664813,1.56837940608605,5f35e93693a88f0023c905d9,-131.242889,266.485778,lqr
0,0,0.0013915154447032,0.7168766127384252,5f360ea493a88f0023c908e6,-144.318872,292.637744,lqr
0,0,0.0034277763276832,1.0132335764295786,5f360f4693a88f0023c908ef,-131.36377,266.72754,lqr
0,0,0.0406930213373069,1.273438806683872,5f360ee993a88f0023c908e8,-103.103532,210.207064,lqr
0,0,0.0150910834034622,2.458468884486281,5f360eea93a88f0023c908e9,-96.680846,197.361692,lqr
0,0,0.0029039255430118,1.6558130242661795,5f3610a993a88f0023c90912,-123.909179,251.818358,lqr
0,0,0.0121388961290261,1.3802456074672276,5f36121793a88f0023c9095f,-101.834796,207.669592,lqr
0,0,0.0047661183271838,0.9918822018820328,5f3612ca93a88f0023c909a0,-128.75103,261.50206,lqr
0,0,0.0027695401007862,0.9413693502689824,5f360f1993a88f0023c908ea,-133.982102,271.964204,lqr
0,0,0.0289244353616826,1.1020144859040082,5f36107b93a88f0023c9090e,-109.487004,222.974008,lqr
0,0,0.0017843463727733,1.343799572696115,5f36101b93a88f0023c90907,-133.859011,271.718022,lqr
0,0,0.0031572607581702,3.817858362049422,5f360ff993a88f0023c90904,-100.423316,204.846632,lqr
0,0,0.001822714089777,1.1022503629252844,5f361ea793a88f0023c90f71,-136.659995,277.31999,lqr
0,0,0.0039354074975213,0.298254309407483,5f361f5693a88f0023c90f72,-138.388121,280.776242,lqr
0,0,0.0016112646341385,1.1543417780536835,5f3626b693a88f0023c91063,-136.437687,276.875374,lqr
0,0,0.0024316873245578,1.3473533966591311,5f362fb593a88f0023c91191,-129.645379,263.290758,lqr
0,0,0.0019338044453249,1.1482745473644085,5f362dee93a88f0023c91131,-135.555729,275.111458,lqr
