,Unnamed: 0,attention_cost,exp_param,vm_param,pp_id,ll,AIC,agent_type
0,0,253.3238381312836,0.0322390520554234,8.103816304010675,5f35d76793a88f0023c8d689,-59.349364,124.698728,sparse_lqr
0,0,283.64311009545065,0.0466703091298479,4.358458559132164,5f35d90b93a88f0023c8d8cf,-74.451555,154.90311,sparse_lqr
0,0,23.291757940158742,0.0476045952720192,5.774718205226393,5f35d73993a88f0023c8d677,-74.915674,155.831348,sparse_lqr
0,0,156.61465844874402,0.0306692931478674,1.977113089060316,5f35d77893a88f0023c8d690,-95.466051,196.932102,sparse_lqr
0,0,157.34113431098254,0.0372470536200908,4.618406968789759,5f35d77893a88f0023c8d691,-69.749289,145.498578,sparse_lqr
0,0,299.9815905522481,0.0304967569358307,4.360532316871862,5f35d63393a88f0023c8d617,-75.80504,157.61008,sparse_lqr
0,0,156.69305525826465,0.0644095891388845,2.1445204485109457,5f35d79b93a88f0023c8d6aa,-86.489805,178.97961,sparse_lqr
0,0,271.8797912272256,0.0362810042588961,4.038527239183631,5f35d63193a88f0023c8d616,-73.259001,152.518002,sparse_lqr
0,0,241.0199968012776,0.0290426148619229,6.31254768071472,5f35d65393a88f0023c8d623,-66.776274,139.552548,sparse_lqr
0,0,83.7318978991606,0.0763872700452166,8.071490244946084,5f35d6f793a88f0023c8d65f,-54.146057,114.292114,sparse_lqr
0,0,277.41125446080844,0.0656752434581073,9.913465087318093,5f35da2c93a88f0023c8db97,-31.404149,68.80829800000001,sparse_lqr
0,0,267.3056862877017,0.0282599362939513,5.220512472525107,5f35d6bc93a88f0023c8d64b,-73.86782,153.73564,sparse_lqr
0,0,265.2877050688952,0.0121623547212337,4.86711891112845,5f35d7f093a88f0023c8d716,-81.20706,168.41412,sparse_lqr
0,0,100.69914034939494,0.0532606334910392,6.051167805003662,5f35d7d693a88f0023c8d6f7,-61.898707,129.797414,sparse_lqr
0,0,234.7772274026312,0.001,1.7056955623704448,5f35d72493a88f0023c8d66f,-128.092897,262.185794,sparse_lqr
0,0,239.8845785208084,0.0355366486517626,7.702387345549799,5f35d7fa93a88f0023c8d725,-60.77057,127.54114,sparse_lqr
0,0,279.5916207590512,0.0149376214026214,2.3436208612142053,5f35d86c93a88f0023c8d7e9,-97.79268,201.58536,sparse_lqr
0,0,53.52891286992004,0.0627601204760841,9.56587718313772,5f35d79293a88f0023c8d6a1,-42.092048,90.184096,sparse_lqr
0,0,277.41125446080844,0.0656752434581073,9.913465087318093,5f35d97e93a88f0023c8d9d4,-37.026658,80.053316,sparse_lqr
0,0,251.3933886143188,0.0089249433183285,9.89340056166638,5f35d72593a88f0023c8d671,-55.178465,116.35693,sparse_lqr
0,0,289.9532775015549,0.030614304556586,9.2628126694746,5f35d7d393a88f0023c8d6f4,-59.506143,125.012286,sparse_lqr
0,0,191.2638801035068,0.0237246214260695,6.2092618218483455,5f35d90c93a88f0023c8d8d0,-74.569031,155.138062,sparse_lqr
0,0,1.816395448498361,0.001,1.3442967042411793,5f35da4f93a88f0023c8dc28,-134.340145,274.68029,sparse_lqr
0,0,78.22167843512669,0.0234006002830947,1.5040387070959915,5f35d8b893a88f0023c8d833,-107.333582,220.667164,sparse_lqr
0,0,123.85616189564136,0.0558197293003526,1.9963875490717309,5f35d71c93a88f0023c8d66e,-90.282149,186.564298,sparse_lqr
0,0,269.72986483743654,0.0240140943483492,7.07526323331805,5f35db0b93a88f0023c8ded5,-64.589912,135.179824,sparse_lqr
0,0,279.5916207590512,0.0149376214026214,2.3436208612142053,5f35d83093a88f0023c8d771,-100.097883,206.195766,sparse_lqr
0,0,253.64934956746697,0.0422809154222553,2.0241259540653145,5f35d6b193a88f0023c8d648,-89.886414,185.772828,sparse_lqr
0,0,50.580166965535255,0.0631806788041707,2.410276443375542,5f35dab593a88f0023c8dda2,-88.064292,182.128584,sparse_lqr
0,0,101.86357670257298,0.0454717223639075,2.5546660804530608,5f35d85593a88f0023c8d7c5,-86.545353,179.090706,sparse_lqr
0,0,96.25901760650736,0.0240381212990027,2.3767003875861503,5f35d84893a88f0023c8d7af,-90.115361,186.230722,sparse_lqr
0,0,208.75384017969796,0.0728752729438371,9.710833196254638,5f35d88193a88f0023c8d7ff,-52.07894,110.15788,sparse_lqr
0,0,208.8625074597566,0.0643078703200815,6.346797718631193,5f35d80393a88f0023c8d729,-57.060492,120.120984,sparse_lqr
0,0,275.2466531224265,0.0190399160064099,3.825559934555832,5f35d5ea93a88f0023c8d5fd,-86.032327,178.064654,sparse_lqr
0,0,218.74659288326276,0.0306387772202495,4.237765236847448,5f35d70093a88f0023c8d662,-74.292503,154.585006,sparse_lqr
0,0,281.21159493294374,0.0080485933490862,2.4087223037377936,5f35db0c93a88f0023c8deda,-105.270555,216.54111,sparse_lqr
0,0,236.9133146260083,0.0072391883449088,2.0702329836512536,5f35d62993a88f0023c8d613,-108.830272,223.660544,sparse_lqr
0,0,144.27999312240314,0.014737116631345,1.65970195741719,5f35dc7593a88f0023c8e5d3,-107.462237,220.924474,sparse_lqr
0,0,296.3611235646188,0.0917562102160273,2.114829786986847,5f35da6493a88f0023c8dc69,-79.935034,165.870068,sparse_lqr
0,0,278.9693449932688,0.001,1.7816943711854747,5f35dba493a88f0023c8e193,-133.242866,272.485732,sparse_lqr
0,0,115.00010201980947,0.0248694412878035,3.472118454164239,5f35d83993a88f0023c8d78b,-84.631197,175.262394,sparse_lqr
0,0,63.24483591943183,0.0683402953107725,8.098249685323761,5f35d82093a88f0023c8d751,-41.992999,89.985998,sparse_lqr
0,0,208.3819293451876,0.0335887990178866,2.3049216218930937,5f35d93793a88f0023c8d930,-87.668218,181.336436,sparse_lqr
0,0,29.722912366677544,0.0036699764179338,4.972533865192029,5f35dae093a88f0023c8de20,-108.662796,223.325592,sparse_lqr
0,0,264.54516202545835,0.020287461404439,1.861026220904115,5f35d9ad93a88f0023c8da5b,-96.978659,199.957318,sparse_lqr
0,0,243.7000701095324,0.0213848142730985,1.9867899702049971,5f35dc9193a88f0023c8e6bd,-101.737897,209.475794,sparse_lqr
0,0,193.20755668936093,0.0768396109785032,1.378208611560715,5f35dcae93a88f0023c8e7a3,-93.591821,193.183642,sparse_lqr
0,0,239.8845785208084,0.0355366486517626,7.702387345549799,5f35d91293a88f0023c8d8e2,-60.501783,127.003566,sparse_lqr
0,0,276.25117075834874,0.0147913385488133,5.11264772241794,5f35dafe93a88f0023c8de97,-78.011988,162.023976,sparse_lqr
0,0,90.02431377760693,0.0810235401622432,9.046310029362427,5f35db9193a88f0023c8e13f,-37.513538,81.027076,sparse_lqr
0,0,71.7947122312514,0.1216464171249205,2.202839877937276,5f35d7f393a88f0023c8d71a,-79.36092,164.72184,sparse_lqr
0,0,273.5941889064649,0.0211444366610209,6.434120385764903,5f35d94f93a88f0023c8d95c,-70.759847,147.519694,sparse_lqr
0,0,300.0,0.03,2.0,5f35d72b93a88f0023c8d674,-96.799236,199.598472,sparse_lqr
0,0,279.5916207590512,0.0149376214026214,2.3436208612142053,5f35df1293a88f0023c8f3db,-98.0942,202.1884,sparse_lqr
0,0,297.7828016293284,0.0150766684917744,3.0691701623058787,5f35d81193a88f0023c8d742,-86.717621,179.435242,sparse_lqr
0,0,150.57236009642423,0.048060699059329,6.382615704396828,5f35df8293a88f0023c8f57b,-64.992566,135.985132,sparse_lqr
0,0,102.80667238598453,0.0691411390682874,3.7792417932809994,5f35e00093a88f0023c8f758,-70.708849,147.417698,sparse_lqr
0,0,48.30088115614826,0.0830435200267252,4.663455399652742,5f35e11793a88f0023c8fa8c,-64.461705,134.92341,sparse_lqr
0,0,191.1989598616061,0.0309220242051219,2.834961416034434,5f35dfdb93a88f0023c8f6da,-82.800689,171.601378,sparse_lqr
0,0,77.6651822160479,0.0288389584593156,3.547895908687396,5f35df8793a88f0023c8f599,-81.788822,169.577644,sparse_lqr
0,0,51.63770406402634,0.0666500309642169,3.767006654698161,5f35e09e93a88f0023c8f979,-69.211301,144.422602,sparse_lqr
0,0,85.0319988231896,0.025747695158463,1.958921857597845,5f35e0a193a88f0023c8f986,-90.433738,186.867476,sparse_lqr
0,0,25.73366678780049,0.0738952946168766,2.5519325990663546,5f35e37d93a88f0023c8ffdc,-78.524286,163.048572,sparse_lqr
0,0,244.90524094957576,0.0093817754192285,3.4080359357648504,5f35e94193a88f0023c905da,-101.50497,209.00994,sparse_lqr
0,0,102.91030346886598,0.001,6.382813430053502,5f35e70693a88f0023c90462,-209.172356,424.344712,sparse_lqr
0,0,204.95368622092747,0.0293101747222275,2.8730182489475133,5f35e76793a88f0023c90491,-80.159808,166.319616,sparse_lqr
0,0,246.85303814060816,0.0071456722555546,2.21491034854995,5f35e93693a88f0023c905d9,-108.645464,223.290928,sparse_lqr
0,0,15.354809756695222,0.001,2.109063196473515,5f360ea493a88f0023c908e6,-129.656346,265.312692,sparse_lqr
0,0,255.42215614491715,0.0085488031448999,1.7477160385990642,5f360f4693a88f0023c908ef,-106.93617,219.87234,sparse_lqr
0,0,87.37684488405759,0.0866479808606752,3.1236389752502127,5f360ee993a88f0023c908e8,-70.436373,146.872746,sparse_lqr
0,0,102.80667238598453,0.0691411390682874,3.7792417932809994,5f360eea93a88f0023c908e9,-70.706533,147.413066,sparse_lqr
0,0,107.53915990541456,0.0302750022872312,4.13452870401267,5f3610a993a88f0023c90912,-81.361358,168.722716,sparse_lqr
0,0,47.78773451951503,0.0442075408605222,3.871765569322213,5f36121793a88f0023c9095f,-66.330164,138.660328,sparse_lqr
0,0,173.20241549071278,0.0457988325422156,4.1620436432364825,5f3612ca93a88f0023c909a0,-75.054214,156.108428,sparse_lqr
0,0,90.02431377760693,0.0810235401622432,9.046310029362427,5f360f1993a88f0023c908ea,-44.4478,94.8956,sparse_lqr
0,0,177.52006947561793,0.0246777470292621,3.3310260648378422,5f36107b93a88f0023c9090e,-83.272775,172.54555,sparse_lqr
0,0,293.80351606910426,0.0034270090310314,2.7089276274867347,5f36101b93a88f0023c90907,-120.433082,246.866164,sparse_lqr
0,0,252.869952057855,0.0687391274066128,5.732722715496847,5f360ff993a88f0023c90904,-62.358081,130.716162,sparse_lqr
0,0,263.72512784189945,0.05432771459692,4.6910683715847465,5f361ea793a88f0023c90f71,-66.43949,138.87898,sparse_lqr
0,0,123.57080591260224,0.0475138212134239,1.706877734541823,5f361f5693a88f0023c90f72,-91.72786,189.45572,sparse_lqr
0,0,262.61892084032445,0.0177129503000798,2.0813460809621134,5f3626b693a88f0023c91063,-95.02764,196.05528,sparse_lqr
0,0,120.4355716762076,0.0349276137118346,9.854318635767571,5f362fb593a88f0023c91191,-52.705853,111.411706,sparse_lqr
0,0,269.4519206157402,0.0619924507439633,4.964656587075655,5f362dee93a88f0023c91131,-63.176839,132.353678,sparse_lqr
