,Unnamed: 0,attention_cost,exp_param,step_size,vm_param,weighting,pp_id,pp_closeness,pp_final_reached,ll,AIC,agent_type
0,0,12.829952990908925,0.10034112235267363,0.17255251807536934,3.7340713173719533,0.4,5f360eea93a88f0023c908e9,47.57250252200244,0,-80.59000740791114,169.18001481582232,sparse_least_squares
0,0,21.769276364846068,0.02689986699148561,0.6922818798706718,2.8130127253681136,0.4,5f3610a993a88f0023c90912,159.44988887383425,0,-77.35983228568315,162.7196645713663,sparse_least_squares
0,0,0.9688453841468893,0.032607271065787265,0.2612897165076004,4.296830912514299,0.4,5f36121793a88f0023c9095f,85.83205087310608,1,-74.14673775197356,156.29347550394712,sparse_least_squares
0,0,4.703741839382528,0.01955762597523211,0.1050332155788335,4.863451109370319,0.4,5f3612ca93a88f0023c909a0,136.65556851578495,0,-83.81020104768676,175.62040209537358,sparse_least_squares
0,0,2.9738319983346493,0.04640579597418463,0.011046980575859068,8.483091891045207,0.4,5f360f1993a88f0023c908ea,176.15997202231202,0,-63.99453060476896,135.9890612095379,sparse_least_squares
0,0,28.897510195532867,0.04466490313273612,0.40670505298092735,7.281093776770909,0.4,5f36107b93a88f0023c9090e,33.845271703152754,1,-69.57585711612977,147.15171423225954,sparse_least_squares
0,0,13.394650852699705,0.0139582520196021,0.010080396471085884,2.4723078678483867,0.4,5f36101b93a88f0023c90907,588.9380912994909,0,-102.661127537429,213.32225507485802,sparse_least_squares
0,0,10.992381201383317,0.5350490791967795,0.0,6.5751251555280215,0.4,5f360ff993a88f0023c90904,195.84137530318802,0,-52.547031065166685,113.09406213033337,sparse_least_squares
0,0,23.848992207952715,0.09530246746171253,0.04030224923922543,2.991456821973016,0.4,5f361ea793a88f0023c90f71,190.8013411843813,0,-85.70553634849999,179.41107269699998,sparse_least_squares
0,0,2.0935793551262556,0.042835692729696284,0.07409457694997146,1.5045502836766345,0.4,5f361f5693a88f0023c90f72,95.76728700388685,0,-99.90762677360254,207.8152535472051,sparse_least_squares
0,0,21.769276364846068,0.02689986699148561,0.6922818798706718,2.8130127253681136,0.4,5f3626b693a88f0023c91063,257.43685616644296,0,-84.87860459409322,177.75720918818647,sparse_least_squares
0,0,12.619814053981075,0.05592663863105507,0.01513060234293889,5.623937087518478,0.4,5f362fb593a88f0023c91191,141.3905343574384,0,-65.92760011986398,139.85520023972796,sparse_least_squares
0,0,5.406530280948597,0.05339010983114769,0.014896367503518746,4.106973202761129,0.4,5f362dee93a88f0023c91131,184.49219684254155,0,-68.61739437568673,145.23478875137346,sparse_least_squares
